name,url,test_types,description,duration,job_levels,languages,rich_text
Microsoft PowerPoint 365 - Essentials (New),https://www.shl.com/products/product-catalog/view/microsoft-powerpoint-365-essentials-new/,K S A B C D E P,"The Microsoft PowerPoint 365 - Essentials simulation evaluates ability to perform certain operations in a simulated environment of Microsoft PowerPoint, and includes the following topics: Applying Transitions and Animations, Creating, Managing, and Saving Presentations, Formatting Presentation Content, Reviewing, Collaborating, and Delivering Presentations, and Working with Multimedia Elements, Images, and Illustrations.",25 minutes,"Entry-Level,","English (USA),","Title: Microsoft PowerPoint 365 - Essentials (New)
Description: The Microsoft PowerPoint 365 - Essentials simulation evaluates ability to perform certain operations in a simulated environment of Microsoft PowerPoint, and includes the following topics: Applying Transitions and Animations, Creating, Managing, and Saving Presentations, Formatting Presentation Content, Reviewing, Collaborating, and Delivering Presentations, and Working with Multimedia Elements, Images, and Illustrations.
Test Types: K S A B C D E P
Duration: 25 minutes
Job Levels: Entry-Level,"
Microsoft SQL Server 2014 Programming,https://www.shl.com/products/product-catalog/view/microsoft-sql-server-2014-programming/,K A B C D E P S,"The Microsoft SQL Server 2014 Programming test measures knowledge of Microsoft Structure Query Language (SQL) Server 2014 Programming. Designed for experienced database programmers, this test covers the following topics: Beyond Relational, Control Flow, Data Types and NULL, Database Design, Developer Tools, Modifying Data, Running Queries, and Writing Queries.",35 minutes,"Mid-Professional, Professional Individual Contributor,","English (USA),","Title: Microsoft SQL Server 2014 Programming
Description: The Microsoft SQL Server 2014 Programming test measures knowledge of Microsoft Structure Query Language (SQL) Server 2014 Programming. Designed for experienced database programmers, this test covers the following topics: Beyond Relational, Control Flow, Data Types and NULL, Database Design, Developer Tools, Modifying Data, Running Queries, and Writing Queries.
Test Types: K A B C D E P S
Duration: 35 minutes
Job Levels: Mid-Professional, Professional Individual Contributor,"
Microsoft Windows Server 2012 Administration,https://www.shl.com/products/product-catalog/view/microsoft-windows-server-2012-administration/,K A B C D E P S,"The Microsoft Windows Server 2012 Administration test measures knowledge of Windows Server Administration. Designed for experienced Network Administrators, this test includes the following topics: Active Directory, Administrative Tasks, Computer Properties, Configuration and Management, Design and Installation, Local Security Policy, Networking, Security, and Server Management.",35 minutes,"Mid-Professional, Professional Individual Contributor,","English (USA),","Title: Microsoft Windows Server 2012 Administration
Description: The Microsoft Windows Server 2012 Administration test measures knowledge of Windows Server Administration. Designed for experienced Network Administrators, this test includes the following topics: Active Directory, Administrative Tasks, Computer Properties, Configuration and Management, Design and Installation, Local Security Policy, Networking, Security, and Server Management.
Test Types: K A B C D E P S
Duration: 35 minutes
Job Levels: Mid-Professional, Professional Individual Contributor,"
Microsoft Word 365 - Essentials (New),https://www.shl.com/products/product-catalog/view/microsoft-word-365-essentials-new/,K S A B C D E P,"The Microsoft Word 365 - Essentials simulation evaluates ability to perform certain operations in a simulated environment of Microsoft Word, and includes the following topics: Applying Illustrations and Graphics, Applying Page Layout, Creating Content, Creating, Printing, and Saving Documents, Formatting Content, Proofreading Documents and Reviewing, Maintaining, and Securing Documents.",25 minutes,"Entry-Level,","English (USA),","Title: Microsoft Word 365 - Essentials (New)
Description: The Microsoft Word 365 - Essentials simulation evaluates ability to perform certain operations in a simulated environment of Microsoft Word, and includes the following topics: Applying Illustrations and Graphics, Applying Page Layout, Creating Content, Creating, Printing, and Saving Documents, Formatting Content, Proofreading Documents and Reviewing, Maintaining, and Securing Documents.
Test Types: K S A B C D E P
Duration: 25 minutes
Job Levels: Entry-Level,"
Microsoft Word 365 (New),https://www.shl.com/products/product-catalog/view/microsoft-word-365-new/,S K A B C D E P,"The Microsoft Word 365 simulation evaluates ability to perform certain operations in a simulated environment of Microsoft Word, and includes the following topics: Applying Illustrations and Graphics, Applying Page Layout, Creating Content, Creating, Printing, and Saving Documents, Formatting Content, Proofreading Documents and Reviewing, Maintaining, and Securing Documents.",35 minutes,"Entry-Level,","English (USA),","Title: Microsoft Word 365 (New)
Description: The Microsoft Word 365 simulation evaluates ability to perform certain operations in a simulated environment of Microsoft Word, and includes the following topics: Applying Illustrations and Graphics, Applying Page Layout, Creating Content, Creating, Printing, and Saving Documents, Formatting Content, Proofreading Documents and Reviewing, Maintaining, and Securing Documents.
Test Types: S K A B C D E P
Duration: 35 minutes
Job Levels: Entry-Level,"
Mineral Engineering (New),https://www.shl.com/products/product-catalog/view/mineral-engineering-new/,K A B C D E P S,"Multi-choice test that measures the knowledge of comminution and classification, physical separation process, particle technology, metallurgical thermodynamics, mineralogy, petrology and stratigraphy.",12 minutes,"Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),","Title: Mineral Engineering (New)
Description: Multi-choice test that measures the knowledge of comminution and classification, physical separation process, particle technology, metallurgical thermodynamics, mineralogy, petrology and stratigraphy.
Test Types: K A B C D E P S
Duration: 12 minutes
Job Levels: Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,"
Mining Engineering (New),https://www.shl.com/products/product-catalog/view/mining-engineering-new/,K A B C D E P S,"Multi-choice test that measures the knowledge of mining methods, mineral processing, mining machinery, mineralogy, petrology and stratigraphy.",16 minutes,"Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),","Title: Mining Engineering (New)
Description: Multi-choice test that measures the knowledge of mining methods, mineral processing, mining machinery, mineralogy, petrology and stratigraphy.
Test Types: K A B C D E P S
Duration: 16 minutes
Job Levels: Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,"
Mobility (New),https://www.shl.com/products/product-catalog/view/mobility-new/,K A B C D E P S,Multi-choice test that measures the knowledge on topics related to mobility and mobile computing.,9 minutes,"Mid-Professional, Professional Individual Contributor,","English (USA),","Title: Mobility (New)
Description: Multi-choice test that measures the knowledge on topics related to mobility and mobile computing.
Test Types: K A B C D E P S
Duration: 9 minutes
Job Levels: Mid-Professional, Professional Individual Contributor,"
Molecular Biology (New),https://www.shl.com/products/product-catalog/view/molecular-biology-new/,K A B C D E P S,"Multi-choice test that measures the knowledge of molecular genetics, transgenics, rDNA technology, chromosomal genetics, transformation and related processes.",6 minutes,"Graduate, Mid-Professional, Professional Individual Contributor,","English (USA),","Title: Molecular Biology (New)
Description: Multi-choice test that measures the knowledge of molecular genetics, transgenics, rDNA technology, chromosomal genetics, transformation and related processes.
Test Types: K A B C D E P S
Duration: 6 minutes
Job Levels: Graduate, Mid-Professional, Professional Individual Contributor,"
MongoDB (New),https://www.shl.com/products/product-catalog/view/mongodb-new/,K A B C D E P S,"Multi-choice test that measures the conceptual knowledge of MongoDB like sharding, replication, indexing, security and storage. It also checks the knowledge of MongoDB queries and data models.",7 minutes,"Mid-Professional, Professional Individual Contributor,","English (USA),","Title: MongoDB (New)
Description: Multi-choice test that measures the conceptual knowledge of MongoDB like sharding, replication, indexing, security and storage. It also checks the knowledge of MongoDB queries and data models.
Test Types: K A B C D E P S
Duration: 7 minutes
Job Levels: Mid-Professional, Professional Individual Contributor,"
Motivation Questionnaire MQM5,https://www.shl.com/products/product-catalog/view/motivation-questionnaire-mqm5/,P A B C D E K S,"By understanding what motivates their staff, managers can unlock each individual’s full potential and direct their energies more constructively. This questionnaire measures 18 dimensions of an individual’s motivation, and provides a comprehensive understanding of those situations which increase and reduce their motivation.",25 minutes,"Director, Entry-Level, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","Latin American Spanish, Portuguese (Brazil), Latvian, Danish, Indonesian, Swedish, Turkish, Portuguese, French (Canada), Japanese, Chinese Traditional, Flemish, French (Belgium), Spanish, Finnish, French, German, Greek, Italian, Polish, Romanian, Russian, English International, English (USA), Chinese Simplified, Dutch, Hungarian, Norwegian, Czech, Slovak, English (Australia), Arabic, Korean,","Title: Motivation Questionnaire MQM5
Description: By understanding what motivates their staff, managers can unlock each individual’s full potential and direct their energies more constructively. This questionnaire measures 18 dimensions of an individual’s motivation, and provides a comprehensive understanding of those situations which increase and reduce their motivation.
Test Types: P A B C D E K S
Duration: 25 minutes
Job Levels: Director, Entry-Level, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,"
MQ Candidate Motivation Report,https://www.shl.com/products/product-catalog/view/mq-candidate-motivation-report/,P A B C D E K S,The Candidate Motivation Report is designed as a feedback report for the individual. It provides an in-depth and easy-to-understand evaluation of an individuals motivators and demotivators at work.,,"Director, Entry-Level, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English International, English (USA), Chinese Simplified,","Title: MQ Candidate Motivation Report
Description: The Candidate Motivation Report is designed as a feedback report for the individual. It provides an in-depth and easy-to-understand evaluation of an individuals motivators and demotivators at work.
Test Types: P A B C D E K S
Duration: 
Job Levels: Director, Entry-Level, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,"
MQ Employee Motivation Report,https://www.shl.com/products/product-catalog/view/mq-employee-motivation-report/,P A B C D E K S,"The MQ Employee Motivation Report is ideal for use by line managers and those concerned with employee’s performance and well being, the Employee Motivation Report provides an in-depth and easy-to-understand evaluation of what motivates and de-motivates someone. It also offers a comprehensive list of tips and suggestions for managing the employee’s strongest motivators and demotivators.",,"Director, Entry-Level, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","Chinese Simplified, English International, English (USA),","Title: MQ Employee Motivation Report
Description: The MQ Employee Motivation Report is ideal for use by line managers and those concerned with employee’s performance and well being, the Employee Motivation Report provides an in-depth and easy-to-understand evaluation of what motivates and de-motivates someone. It also offers a comprehensive list of tips and suggestions for managing the employee’s strongest motivators and demotivators.
Test Types: P A B C D E K S
Duration: 
Job Levels: Director, Entry-Level, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,"
MQ Motivation Report Pack,https://www.shl.com/products/product-catalog/view/mq-motivation-report-pack/,P A B C D E K S,"The MQ Report pack consists of the Profile Chart, Employee Motivation Report and the Candidate Report and is a cost effective way of ensuring that your organisation takes a comprehensive approach to understanding what motivates its employees.",,"General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Director, Entry-Level, Executive, Front Line Manager,","Chinese Simplified, English International, English (USA),","Title: MQ Motivation Report Pack
Description: The MQ Report pack consists of the Profile Chart, Employee Motivation Report and the Candidate Report and is a cost effective way of ensuring that your organisation takes a comprehensive approach to understanding what motivates its employees.
Test Types: P A B C D E K S
Duration: 
Job Levels: General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Director, Entry-Level, Executive, Front Line Manager,"
MQ Profile,https://www.shl.com/products/product-catalog/view/mq-profile/,P A B C D E K S,"The profile chart is the Sten score graphical output of the MQ. It clearly shows the individual’s motivational drivers compared to the selected norm group as well as highlighting any unique scores.Please note this report is currently being updated on Talent Central as part of a reporting refresh project, and there may be visual differences when comparing Talent Central reports to ones generated on other assessment platforms. Differences are regarding the layout and display of the reports only and do not affect the underlying scoring. When viewing sample reports, please ensure you select the appropriate language and platform example.Where a sample report has no platform indicated, it is available on both the Talent Central and SODA platforms.",,"Director, Entry-Level, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","Flemish, French (Belgium), Spanish, Danish, Dutch, Finnish, French (Canada), French, German, Greek, Italian, Norwegian, Polish, Portuguese, Russian, Swedish, English International, English (USA), Romanian, Indonesian, Turkish, Chinese Simplified, Hungarian,","Title: MQ Profile
Description: The profile chart is the Sten score graphical output of the MQ. It clearly shows the individual’s motivational drivers compared to the selected norm group as well as highlighting any unique scores.Please note this report is currently being updated on Talent Central as part of a reporting refresh project, and there may be visual differences when comparing Talent Central reports to ones generated on other assessment platforms. Differences are regarding the layout and display of the reports only and do not affect the underlying scoring. When viewing sample reports, please ensure you select the appropriate language and platform example.Where a sample report has no platform indicated, it is available on both the Talent Central and SODA platforms.
Test Types: P A B C D E K S
Duration: 
Job Levels: Director, Entry-Level, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,"
MS Access (New),https://www.shl.com/products/product-catalog/view/ms-access-new/,K A B C D E P S,Multi-choice test that measures the knowledge and basic understanding of MS Access programming.,7 minutes,"Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),","Title: MS Access (New)
Description: Multi-choice test that measures the knowledge and basic understanding of MS Access programming.
Test Types: K A B C D E P S
Duration: 7 minutes
Job Levels: Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,"
MS Excel (New),https://www.shl.com/products/product-catalog/view/ms-excel-new/,K A B C D E P S,"Multi-choice test that measures the ability to use MS Excel to maintain, organize, analyze and present numeric data.",6 minutes,"Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA), Spanish, French, Portuguese (Brazil),","Title: MS Excel (New)
Description: Multi-choice test that measures the ability to use MS Excel to maintain, organize, analyze and present numeric data.
Test Types: K A B C D E P S
Duration: 6 minutes
Job Levels: Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,"
MS Office Basic Computer Literacy (New),https://www.shl.com/products/product-catalog/view/ms-office-basic-computer-literacy-new/,K A B C D E P S,"Multi-choice test that measures the ability to use MS Word, MS Excel and MS PowerPoint to perform basic tasks on a computer.",7 minutes,"Graduate, Mid-Professional, Professional Individual Contributor,","English (USA), Spanish, Portuguese (Brazil), French,","Title: MS Office Basic Computer Literacy (New)
Description: Multi-choice test that measures the ability to use MS Word, MS Excel and MS PowerPoint to perform basic tasks on a computer.
Test Types: K A B C D E P S
Duration: 7 minutes
Job Levels: Graduate, Mid-Professional, Professional Individual Contributor,"
MS Office Basic Computer Literacy (Sim) (New),https://www.shl.com/products/product-catalog/view/ms-office-basic-computer-literacy-sim-new/,S A B C D E K P,"Simulation based test that measures the ability to use basic computer operations, browser navigation, MS office and email.",5 minutes,"Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),","Title: MS Office Basic Computer Literacy (Sim) (New)
Description: Simulation based test that measures the ability to use basic computer operations, browser navigation, MS office and email.
Test Types: S A B C D E K P
Duration: 5 minutes
Job Levels: Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,"
MS PowerPoint (New),https://www.shl.com/products/product-catalog/view/ms-powerpoint-new/,K A B C D E P S,"Multi-choice test that measures the knowledge of MS PowerPoint toolbars, slide layouts, animation, slideshow, slide designs and formats.",4 minutes,"Entry-Level, Front Line Manager, Graduate, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA), French, Spanish, Portuguese (Brazil),","Title: MS PowerPoint (New)
Description: Multi-choice test that measures the knowledge of MS PowerPoint toolbars, slide layouts, animation, slideshow, slide designs and formats.
Test Types: K A B C D E P S
Duration: 4 minutes
Job Levels: Entry-Level, Front Line Manager, Graduate, Mid-Professional, Professional Individual Contributor, Supervisor,"
MS Word (New),https://www.shl.com/products/product-catalog/view/ms-word-new/,K A B C D E P S,Multi-choice test that measures the ability to use MS Word to record and save textual information.,4 minutes,"Professional Individual Contributor, Supervisor, Mid-Professional, Entry-Level, Graduate, Manager,","Spanish, French, Portuguese (Brazil), English (USA),","Title: MS Word (New)
Description: Multi-choice test that measures the ability to use MS Word to record and save textual information.
Test Types: K A B C D E P S
Duration: 4 minutes
Job Levels: Professional Individual Contributor, Supervisor, Mid-Professional, Entry-Level, Graduate, Manager,"
MuleSoft Development (New),https://www.shl.com/products/product-catalog/view/mulesoft-development-new/,K A B C D E P S,"Multi-choice test that measures the knowledge of MuleSoft basic concepts, APIs and web services, Mule flow and scope, connectors and deployment.",17 minutes,"Mid-Professional, Professional Individual Contributor,","English (USA),","Title: MuleSoft Development (New)
Description: Multi-choice test that measures the knowledge of MuleSoft basic concepts, APIs and web services, Mule flow and scope, connectors and deployment.
Test Types: K A B C D E P S
Duration: 17 minutes
Job Levels: Mid-Professional, Professional Individual Contributor,"
Multitasking Ability,https://www.shl.com/products/product-catalog/view/multitasking-ability/,A K S B C D E P,"The Multitasking Ability assessment is a measure of one’s ability to adeptly work on more than one task simultaneously, while maintaining efficiency and effectiveness when interrupted or switching between tasks.  This test is a face-valid, split-screen simulation that is designed to assess multitasking ability. It captures the dynamic nature of the working environment by presenting the candidate with multiple types of items in a timed format. Candidates will be required to complete problem-solving items that are presented on one side of the screen, while at the same time attending to emails that are presented within an email inbox on the other side of the screen.",20 minutes,"Director, Entry-Level, Executive, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor,","English (USA),","Title: Multitasking Ability
Description: The Multitasking Ability assessment is a measure of one’s ability to adeptly work on more than one task simultaneously, while maintaining efficiency and effectiveness when interrupted or switching between tasks.  This test is a face-valid, split-screen simulation that is designed to assess multitasking ability. It captures the dynamic nature of the working environment by presenting the candidate with multiple types of items in a timed format. Candidates will be required to complete problem-solving items that are presented on one side of the screen, while at the same time attending to emails that are presented within an email inbox on the other side of the screen.
Test Types: A K S B C D E P
Duration: 20 minutes
Job Levels: Director, Entry-Level, Executive, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor,"
Networking and Implementation (New),https://www.shl.com/products/product-catalog/view/networking-and-implementation-new/,K A B C D E P S,"Multi-choice test that measures the knowledge of networking devices, protocols, reference models, routing and implementation of networks.",7 minutes,"Mid-Professional, Professional Individual Contributor,","English (USA),","Title: Networking and Implementation (New)
Description: Multi-choice test that measures the knowledge of networking devices, protocols, reference models, routing and implementation of networks.
Test Types: K A B C D E P S
Duration: 7 minutes
Job Levels: Mid-Professional, Professional Individual Contributor,"
Node.js (New),https://www.shl.com/products/product-catalog/view/node-js-new/,K A B C D E P S,"Multi-choice test that measures the basic knowledge of Node.js such as events, streams, file system, error handling, concurrency, DB handling and express framework.",9 minutes,"Mid-Professional, Professional Individual Contributor,","English (USA),","Title: Node.js (New)
Description: Multi-choice test that measures the basic knowledge of Node.js such as events, streams, file system, error handling, concurrency, DB handling and express framework.
Test Types: K A B C D E P S
Duration: 9 minutes
Job Levels: Mid-Professional, Professional Individual Contributor,"
Nursing (New),https://www.shl.com/products/product-catalog/view/nursing-new/,K A B C D E P S,Multi-choice test that measures the knowledge of carrying out various nursing tasks.,11 minutes,"Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),","Title: Nursing (New)
Description: Multi-choice test that measures the knowledge of carrying out various nursing tasks.
Test Types: K A B C D E P S
Duration: 11 minutes
Job Levels: Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,"
Occupational Personality Questionnaire OPQ32r,https://www.shl.com/products/product-catalog/view/occupational-personality-questionnaire-opq32r/,P A B C D E K S,"The SHL Occupational Personality Questionnaire, the OPQ32, is one of the most widely used and respected measures of workplace behavioural style in the world. It sets a high standard of measurement excellence, providing HR professionals and business managers with relevant and accurate information to make fast and well-informed people decisions. The OPQ32 provides a clear framework for understanding the impact of personality on job performance. It is internationally recognised for its accuracy of assessment. Over 90 independent validation studies have been conducted on the OPQ over a period of 25 years, across 20 countries and 40 industries, providing concrete evidence of its power to predict performance in the workplace.",25 minutes,"Professional Individual Contributor, Supervisor, Mid-Professional, Front Line Manager, General Population, Graduate, Manager, Director, Executive,","English International, French (Canada), Portuguese, Chinese Simplified, Chinese Traditional, French (Belgium), French, Polish, Slovak, Czech, Danish, Flemish, Dutch, Estonian, Finnish, German, Greek, Hungarian, Icelandic, Indonesian, Italian, Japanese, Korean, Latvian, Lithuanian, Norwegian, English (USA), Arabic, Portuguese (Brazil), Spanish, Latin American Spanish, Romanian, Russian, Serbian, Swedish, Thai, Turkish, Malay, Vietnamese,","Title: Occupational Personality Questionnaire OPQ32r
Description: The SHL Occupational Personality Questionnaire, the OPQ32, is one of the most widely used and respected measures of workplace behavioural style in the world. It sets a high standard of measurement excellence, providing HR professionals and business managers with relevant and accurate information to make fast and well-informed people decisions. The OPQ32 provides a clear framework for understanding the impact of personality on job performance. It is internationally recognised for its accuracy of assessment. Over 90 independent validation studies have been conducted on the OPQ over a period of 25 years, across 20 countries and 40 industries, providing concrete evidence of its power to predict performance in the workplace.
Test Types: P A B C D E K S
Duration: 25 minutes
Job Levels: Professional Individual Contributor, Supervisor, Mid-Professional, Front Line Manager, General Population, Graduate, Manager, Director, Executive,"
Operations Management (New),https://www.shl.com/products/product-catalog/view/operations-management-new/,K A B C D E P S,"Multi-choice test that measures the knowledge of planning, product design and development, quality management and supply chain management.",7 minutes,"Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","English (USA),","Title: Operations Management (New)
Description: Multi-choice test that measures the knowledge of planning, product design and development, quality management and supply chain management.
Test Types: K A B C D E P S
Duration: 7 minutes
Job Levels: Manager, Mid-Professional, Professional Individual Contributor, Supervisor,"
OPQ Candidate Plus Report,https://www.shl.com/products/product-catalog/view/opq-candidate-plus-report/,P A B C D E K S,A brief narrative OPQ (Occupational Personality Questionnaire) report designed to be given to the individual who completed the OPQ.,,"Director, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","Finnish, English International,","Title: OPQ Candidate Plus Report
Description: A brief narrative OPQ (Occupational Personality Questionnaire) report designed to be given to the individual who completed the OPQ.
Test Types: P A B C D E K S
Duration: 
Job Levels: Director, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,"
OPQ Candidate Report 2.0,https://www.shl.com/products/product-catalog/view/opq-candidate-report-2-0/,P A B C D E K S,A brief narrative OPQ (Occupational Personality Questionnaire) report structure around 3 OPQ profile sections which can be given to candidates to keep after a feedback session,,,English (Global),"Title: OPQ Candidate Report 2.0
Description: A brief narrative OPQ (Occupational Personality Questionnaire) report structure around 3 OPQ profile sections which can be given to candidates to keep after a feedback session
Test Types: P A B C D E K S
Duration: 
Job Levels: "
OPQ Emotional Intelligence Report,https://www.shl.com/products/product-catalog/view/opq-emotional-intelligence-report/,P A B C D E K S,This OPQ (Occupational Personality Questionnaire) report explores how a person manages feelings and relationships with other people.  It is intended for use in a development setting.,,"Director, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,","Portuguese (Brazil), Danish, Dutch, Finnish, French (Canada), French, Latin American Spanish, Portuguese, Swedish, English International, English (USA),","Title: OPQ Emotional Intelligence Report
Description: This OPQ (Occupational Personality Questionnaire) report explores how a person manages feelings and relationships with other people.  It is intended for use in a development setting.
Test Types: P A B C D E K S
Duration: 
Job Levels: Director, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,"
OPQ Leadership Report,https://www.shl.com/products/product-catalog/view/opq-leadership-report/,P A B C D E K S,"This OPQ (Occupational Personality Questionnaire) report provides a detailed analysis of an individual's leadership potential.  It is based on SHL's leading edge Leadership Model, providing a competency based approach to leadership.",,"Director, Executive, Manager, Mid-Professional, Professional Individual Contributor,","Dutch, English International, English (USA), Romanian, Portuguese, French, German, Swedish, Chinese Simplified, Portuguese (Brazil), Japanese, Polish, Russian, Latin American Spanish,","Title: OPQ Leadership Report
Description: This OPQ (Occupational Personality Questionnaire) report provides a detailed analysis of an individual's leadership potential.  It is based on SHL's leading edge Leadership Model, providing a competency based approach to leadership.
Test Types: P A B C D E K S
Duration: 
Job Levels: Director, Executive, Manager, Mid-Professional, Professional Individual Contributor,"
OPQ Manager Plus Report,https://www.shl.com/products/product-catalog/view/opq-manager-plus-report/,P A B C D E K S,"This concise OPQ (Occupational Personality Questionnaire) report is designed for use with and by managers.  It uses clear succinct bullets and tables for ease of interpretation.  It provide simple comments on each of the personality traits.Please note this report is currently being updated on Talent Central as part of a reporting refresh project, and there may be visual differences when comparing Talent Central reports to ones generated on other assessment platforms. Differences are regarding the layout and display of the reports only and do not affect the underlying scoring. When viewing sample reports, please ensure you select the appropriate language and platform example.Where a sample report has no platform indicated, it is available on both the Talent Central and SODA platforms.",,"Director, Entry-Level, Executive, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor,","Romanian, Czech, Serbian, Portuguese (Brazil), Spanish, Chinese Traditional, Danish, Dutch, Finnish, French (Canada), French, German, Greek, Hungarian, Icelandic, Indonesian, Italian, Japanese, Korean, Latin American Spanish, Norwegian, Polish, Portuguese, Russian, Chinese Simplified, Swedish, Thai, Turkish, English International, English (USA),","Title: OPQ Manager Plus Report
Description: This concise OPQ (Occupational Personality Questionnaire) report is designed for use with and by managers.  It uses clear succinct bullets and tables for ease of interpretation.  It provide simple comments on each of the personality traits.Please note this report is currently being updated on Talent Central as part of a reporting refresh project, and there may be visual differences when comparing Talent Central reports to ones generated on other assessment platforms. Differences are regarding the layout and display of the reports only and do not affect the underlying scoring. When viewing sample reports, please ensure you select the appropriate language and platform example.Where a sample report has no platform indicated, it is available on both the Talent Central and SODA platforms.
Test Types: P A B C D E K S
Duration: 
Job Levels: Director, Entry-Level, Executive, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor,"
OPQ Manager Plus Report 2.0,https://www.shl.com/products/product-catalog/view/opq-manager-plus-report-2-0/,P A B C D E K S,This concise OPQ (Occupational Personality Questionnaire) report is designed for use with and by managers. It uses clear succinct bullets and tables for ease of interpretation. It provides simple comments on each of the personality traits.,,"Supervisor, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Director, Entry-Level,",English (Global),"Title: OPQ Manager Plus Report 2.0
Description: This concise OPQ (Occupational Personality Questionnaire) report is designed for use with and by managers. It uses clear succinct bullets and tables for ease of interpretation. It provides simple comments on each of the personality traits.
Test Types: P A B C D E K S
Duration: 
Job Levels: Supervisor, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Director, Entry-Level,"
OPQ Maximising your Learning Report,https://www.shl.com/products/product-catalog/view/opq-maximising-your-learning-report/,P A B C D E K S,This OPQ (Occupational Personality Questionnaire) report is designed to help people get the most from their development.  It summarises the preferred approach to learning across four dimensions.,,"Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Director,","Danish, Dutch, Portuguese, Swedish, English International,","Title: OPQ Maximising your Learning Report
Description: This OPQ (Occupational Personality Questionnaire) report is designed to help people get the most from their development.  It summarises the preferred approach to learning across four dimensions.
Test Types: P A B C D E K S
Duration: 
Job Levels: Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Director,"
